date,category,type,amount,description,payment_method
2022-04-12,Alimentação,despesa,361.05,Alimentação — transação automática,Cartão de Crédito
2024-11-25,Saúde,despesa,380.6,Saúde — transação automática,Pix
2024-07-18,Impostos,despesa,5.0,Impostos — transação automática,Cartão de Crédito
2024-02-06,Assinaturas,despesa,193.35,Assinaturas — transação automática,Cartão de Crédito
2023-01-06,Alimentação,despesa,292.17,Alimentação — transação automática,Cartão de Crédito
2024-05-31,Moradia,despesa,138.85,Moradia — transação automática,Pix
2022-01-17,Transporte,despesa,611.17,Transporte — transação automática,Cartão de Crédito
2023-01-04,Saúde,despesa,170.93,Saúde — transação automática,Pix
2023-02-20,Vestuário,despesa,345.14,Vestuário — transação automática,Cartão de Crédito
2024-01-11,Transporte,despesa,42.01,Transporte — transação automática,Cartão de Crédito
2022-11-18,Salário,receita,3498.78,Salário — transação automática,Cartão de Crédito
2024-01-26,Salário,receita,1371.15,Salário — transação automática,Boleto
2022-08-26,Salário,receita,5218.9,Salário — transação automática,Transferência
2023-10-04,Assinaturas,despesa,420.01,Assinaturas — transação automática,Débito
2022-11-14,Transporte,despesa,352.36,Transporte — transação automática,Transferência
2024-04-19,Manutenção,despesa,198.54,Manutenção — transação automática,Transferência
2022-03-23,Lazer,despesa,283.31,Lazer — transação automática,Transferência
2022-06-23,Assinaturas,despesa,54.46,Assinaturas — transação automática,Cartão de Crédito
2023-04-05,Moradia,despesa,515.43,Moradia — transação automática,Boleto
2024-03-29,Saúde,despesa,310.43,Saúde — transação automática,Boleto
2024-03-23,Rendimentos,receita,7518.73,Rendimentos — transação automática,Débito
2022-05-12,Educação,despesa,688.5,Educação — transação automática,Débito
2022-12-16,Manutenção,despesa,707.45,Manutenção — transação automática,Pix
2024-05-12,Freelance,receita,3355.49,Freelance — transação automática,Cartão de Crédito
2023-06-16,Transporte,despesa,679.57,Transporte — transação automática,Cartão de Crédito
2024-07-22,Lazer,despesa,232.9,Lazer — transação automática,Débito
2022-05-11,Impostos,despesa,473.4,Impostos — transação automática,Cartão de Crédito
2023-07-27,Transporte,despesa,534.66,Transporte — transação automática,Cartão de Crédito
2022-05-05,Lazer,despesa,334.08,Lazer — transação automática,Boleto
2022-09-09,Bônus,receita,7801.87,Bônus — transação automática,Boleto
2022-05-14,Freelance,receita,4826.89,Freelance — transação automática,Boleto
2024-12-29,Manutenção,despesa,249.65,Manutenção — transação automática,Boleto
2023-04-20,Saúde,despesa,351.34,Saúde — transação automática,Pix
2024-06-30,Freelance,receita,2827.19,Freelance — transação automática,Transferência
2022-05-07,Transporte,despesa,89.21,Transporte — transação automática,Pix
2022-09-14,Transporte,despesa,5.0,Transporte — transação automática,Débito
2022-01-28,Moradia,despesa,424.56,Moradia — transação automática,Pix
2024-07-23,Assinaturas,despesa,316.19,Assinaturas — transação automática,Cartão de Crédito
2023-06-16,Assinaturas,despesa,5.0,Assinaturas — transação automática,Pix
2024-04-20,Manutenção,despesa,481.95,Manutenção — transação automática,Boleto
2023-01-22,Freelance,receita,5327.52,Freelance — transação automática,Cartão de Crédito
2024-08-27,Rendimentos,receita,5978.24,Rendimentos — transação automática,Boleto
2023-12-19,Lazer,despesa,586.95,Lazer — transação automática,Pix
2024-10-01,Impostos,despesa,67.63,Impostos — transação automática,Transferência
2022-09-16,Freelance,receita,7114.12,Freelance — transação automática,Débito
2022-01-11,Alimentação,despesa,456.13,Alimentação — transação automática,Débito
2024-05-03,Salário,receita,2816.13,Salário — transação automática,Transferência
2022-01-12,Lazer,despesa,573.03,Lazer — transação automática,Pix
2022-11-23,Alimentação,despesa,326.22,Alimentação — transação automática,Transferência
2023-12-30,Impostos,despesa,383.4,Impostos — transação automática,Cartão de Crédito
2022-07-16,Bônus,receita,5469.69,Bônus — transação automática,Boleto
2023-09-26,Rendimentos,receita,6606.66,Rendimentos — transação automática,Boleto
2024-04-05,Assinaturas,despesa,654.71,Assinaturas — transação automática,Débito
2022-10-14,Manutenção,despesa,320.85,Manutenção — transação automática,Boleto
2023-09-15,Moradia,despesa,111.11,Moradia — transação automática,Boleto
2024-04-25,Impostos,despesa,449.71,Impostos — transação automática,Transferência
2022-07-22,Bônus,receita,3297.62,Bônus — transação automática,Transferência
2022-01-01,Salário,receita,6555.87,Salário — transação automática,Débito
2022-03-25,Bônus,receita,5598.34,Bônus — transação automática,Transferência
2023-05-31,Manutenção,despesa,372.99,Manutenção — transação automática,Cartão de Crédito
2022-08-01,Manutenção,despesa,176.89,Manutenção — transação automática,Boleto
2023-02-23,Bônus,receita,5902.1,Bônus — transação automática,Débito
2023-11-29,Lazer,despesa,499.81,Lazer — transação automática,Boleto
2022-10-04,Saúde,despesa,345.06,Saúde — transação automática,Boleto
2024-12-17,Educação,despesa,483.21,Educação — transação automática,Pix
2022-09-10,Salário,receita,6752.57,Salário — transação automática,Pix
2022-03-26,Saúde,despesa,651.1,Saúde — transação automática,Cartão de Crédito
2023-01-08,Lazer,despesa,417.51,Lazer — transação automática,Transferência
2022-06-27,Assinaturas,despesa,355.98,Assinaturas — transação automática,Débito
2023-07-06,Bônus,receita,3424.47,Bônus — transação automática,Cartão de Crédito
2024-02-23,Salário,receita,997.4,Salário — transação automática,Débito
2023-06-27,Manutenção,despesa,647.48,Manutenção — transação automática,Boleto
2022-12-21,Manutenção,despesa,5.0,Manutenção — transação automática,Pix
2024-04-02,Rendimentos,receita,4291.04,Rendimentos — transação automática,Boleto
2022-05-18,Saúde,despesa,426.1,Saúde — transação automática,Transferência
2022-03-09,Rendimentos,receita,2946.58,Rendimentos — transação automática,Cartão de Crédito
2022-05-26,Freelance,receita,2192.75,Freelance — transação automática,Pix
2023-02-19,Alimentação,despesa,5.0,Alimentação — transação automática,Transferência
2023-01-18,Freelance,receita,4234.36,Freelance — transação automática,Débito
2022-04-16,Vestuário,despesa,419.29,Vestuário — transação automática,Boleto
2024-04-05,Impostos,despesa,448.58,Impostos — transação automática,Cartão de Crédito
2023-12-01,Moradia,despesa,224.6,Moradia — transação automática,Boleto
2024-05-23,Freelance,receita,5809.9,Freelance — transação automática,Pix
2022-08-23,Freelance,receita,2135.6,Freelance — transação automática,Transferência
2023-06-09,Impostos,despesa,73.31,Impostos — transação automática,Transferência
2022-09-29,Assinaturas,despesa,703.23,Assinaturas — transação automática,Débito
2022-03-08,Assinaturas,despesa,452.75,Assinaturas — transação automática,Transferência
2023-08-25,Freelance,receita,1399.63,Freelance — transação automática,Débito
2023-09-15,Manutenção,despesa,415.03,Manutenção — transação automática,Débito
2024-03-27,Alimentação,despesa,348.39,Alimentação — transação automática,Débito
2024-12-06,Salário,receita,1426.8,Salário — transação automática,Boleto
2023-05-11,Transporte,despesa,616.81,Transporte — transação automática,Pix
2024-07-17,Lazer,despesa,472.19,Lazer — transação automática,Débito
2023-08-21,Transporte,despesa,221.65,Transporte — transação automática,Cartão de Crédito
2023-07-23,Vestuário,despesa,428.62,Vestuário — transação automática,Transferência
2024-06-21,Rendimentos,receita,4340.39,Rendimentos — transação automática,Transferência
2022-02-09,Lazer,despesa,5.0,Lazer — transação automática,Débito
2023-07-27,Saúde,despesa,5.0,Saúde — transação automática,Transferência
2024-10-02,Alimentação,despesa,380.2,Alimentação — transação automática,Pix
2022-10-27,Vestuário,despesa,402.08,Vestuário — transação automática,Débito
2024-01-24,Assinaturas,despesa,182.32,Assinaturas — transação automática,Boleto
2024-02-01,Rendimentos,receita,2102.29,Rendimentos — transação automática,Cartão de Crédito
2024-12-12,Impostos,despesa,5.0,Impostos — transação automática,Pix
2024-11-13,Lazer,despesa,32.72,Lazer — transação automática,Boleto
2022-01-29,Educação,despesa,232.64,Educação — transação automática,Boleto
2022-03-07,Assinaturas,despesa,330.86,Assinaturas — transação automática,Transferência
2024-08-27,Manutenção,despesa,355.79,Manutenção — transação automática,Boleto
2024-04-29,Vestuário,despesa,550.3,Vestuário — transação automática,Transferência
2023-03-05,Moradia,despesa,197.74,Moradia — transação automática,Cartão de Crédito
2023-04-04,Manutenção,despesa,133.52,Manutenção — transação automática,Pix
2024-07-17,Educação,despesa,396.57,Educação — transação automática,Débito
2024-06-15,Transporte,despesa,780.61,Transporte — transação automática,Transferência
2024-10-09,Assinaturas,despesa,559.69,Assinaturas — transação automática,Débito
2022-07-17,Salário,receita,6094.08,Salário — transação automática,Pix
2022-12-24,Lazer,despesa,5.0,Lazer — transação automática,Cartão de Crédito
2023-05-12,Manutenção,despesa,502.29,Manutenção — transação automática,Boleto
2023-02-12,Vestuário,despesa,92.98,Vestuário — transação automática,Pix
2022-01-16,Saúde,despesa,590.99,Saúde — transação automática,Transferência
2023-01-29,Freelance,receita,5347.74,Freelance — transação automática,Pix
2024-07-16,Manutenção,despesa,130.45,Manutenção — transação automática,Cartão de Crédito
2022-05-24,Lazer,despesa,528.02,Lazer — transação automática,Transferência
2022-10-24,Freelance,receita,5236.78,Freelance — transação automática,Débito
2024-07-22,Vestuário,despesa,5.0,Vestuário — transação automática,Cartão de Crédito
2024-07-27,Lazer,despesa,101.8,Lazer — transação automática,Pix
2023-05-28,Freelance,receita,7824.95,Freelance — transação automática,Transferência
2024-12-17,Transporte,despesa,276.08,Transporte — transação automática,Transferência
2023-06-12,Assinaturas,despesa,713.63,Assinaturas — transação automática,Transferência
2023-01-21,Lazer,despesa,321.26,Lazer — transação automática,Transferência
2022-10-14,Transporte,despesa,70.4,Transporte — transação automática,Transferência
2024-12-15,Impostos,despesa,592.76,Impostos — transação automática,Pix
2023-11-28,Alimentação,despesa,390.17,Alimentação — transação automática,Cartão de Crédito
2022-02-03,Freelance,receita,5218.84,Freelance — transação automática,Boleto
2022-03-29,Saúde,despesa,480.24,Saúde — transação automática,Boleto
2023-09-04,Rendimentos,receita,4873.04,Rendimentos — transação automática,Boleto
2022-06-18,Impostos,despesa,199.69,Impostos — transação automática,Débito
2022-05-27,Educação,despesa,564.08,Educação — transação automática,Cartão de Crédito
2022-11-17,Transporte,despesa,236.0,Transporte — transação automática,Boleto
2022-03-14,Transporte,despesa,671.0,Transporte — transação automática,Transferência
2024-03-11,Impostos,despesa,251.15,Impostos — transação automática,Débito
2024-04-30,Freelance,receita,3952.32,Freelance — transação automática,Pix
2022-09-04,Saúde,despesa,342.9,Saúde — transação automática,Pix
2022-03-08,Educação,despesa,239.63,Educação — transação automática,Transferência
2024-05-14,Impostos,despesa,836.9,Impostos — transação automática,Boleto
2024-08-22,Educação,despesa,613.37,Educação — transação automática,Cartão de Crédito
2024-09-13,Alimentação,despesa,447.96,Alimentação — transação automática,Pix
2022-11-02,Educação,despesa,512.43,Educação — transação automática,Transferência
2024-09-03,Saúde,despesa,239.34,Saúde — transação automática,Cartão de Crédito
2022-01-23,Bônus,receita,-2283.64,Bônus — transação automática [ANOMALIA INJETADA],Cartão de Crédito
2024-12-01,Saúde,despesa,287.17,Saúde — transação automática,Transferência
2023-09-09,Manutenção,despesa,103.58,Manutenção — transação automática,Transferência
2023-05-27,Salário,receita,2684.18,Salário — transação automática,Cartão de Crédito
2022-05-02,Educação,despesa,554.06,Educação — transação automática,Pix
2024-06-21,Educação,despesa,256.83,Educação — transação automática,Boleto
2023-04-21,Alimentação,despesa,674.82,Alimentação — transação automática,Cartão de Crédito
2022-02-20,Bônus,receita,2143.27,Bônus — transação automática,Boleto
2024-03-07,Salário,receita,4747.84,Salário — transação automática,Débito
2022-12-31,Manutenção,despesa,278.38,Manutenção — transação automática,Cartão de Crédito
2024-12-23,Impostos,despesa,659.64,Impostos — transação automática,Débito
2022-09-28,Impostos,despesa,818.53,Impostos — transação automática,Pix
2023-12-06,Rendimentos,receita,2446.21,Rendimentos — transação automática,Transferência
2024-02-26,Salário,receita,6523.38,Salário — transação automática,Pix
2022-12-28,Impostos,despesa,114.01,Impostos — transação automática,Pix
2023-12-13,Vestuário,despesa,543.8,Vestuário — transação automática,Pix
2022-02-06,Saúde,despesa,426.04,Saúde — transação automática,Débito
2022-09-21,Moradia,despesa,268.68,Moradia — transação automática,Cartão de Crédito
2022-10-09,Alimentação,despesa,82.31,Alimentação — transação automática,Cartão de Crédito
2022-12-29,Vestuário,despesa,477.69,Vestuário — transação automática,Boleto
2022-08-24,Bônus,receita,5034.79,Bônus — transação automática,Cartão de Crédito
2023-06-20,Manutenção,despesa,655.2,Manutenção — transação automática,Débito
2024-10-19,Bônus,receita,4211.46,Bônus — transação automática,Transferência
2024-08-26,Moradia,despesa,851.61,Moradia — transação automática,Boleto
2022-07-13,Manutenção,despesa,440.11,Manutenção — transação automática,Transferência
2022-07-17,Manutenção,despesa,406.9,Manutenção — transação automática,Cartão de Crédito
2022-09-26,Assinaturas,despesa,308.36,Assinaturas — transação automática,Pix
2022-03-14,Manutenção,despesa,558.75,Manutenção — transação automática,Boleto
2024-12-29,Impostos,despesa,561.42,Impostos — transação automática,Cartão de Crédito
2022-04-03,Rendimentos,receita,3405.47,Rendimentos — transação automática,Boleto
2024-01-30,Transporte,despesa,379.16,Transporte — transação automática,Transferência
2023-11-03,Rendimentos,receita,6567.8,Rendimentos — transação automática,Cartão de Crédito
2023-10-24,Moradia,despesa,420.08,Moradia — transação automática,Cartão de Crédito
2023-02-10,Impostos,despesa,848.3,Impostos — transação automática,Boleto
2022-01-18,Freelance,receita,3897.34,Freelance — transação automática,Débito
2022-04-10,Assinaturas,despesa,502.05,Assinaturas — transação automática,Transferência
2022-12-26,Freelance,receita,5536.97,Freelance — transação automática,Pix
2024-05-22,Bônus,receita,4184.58,Bônus — transação automática,Débito
2022-07-23,Transporte,despesa,291.79,Transporte — transação automática,Cartão de Crédito
2023-02-13,Lazer,despesa,624.93,Lazer — transação automática,Transferência
2023-08-09,Vestuário,despesa,363.14,Vestuário — transação automática,Boleto
2023-05-17,Bônus,receita,3987.33,Bônus — transação automática,Transferência
2023-04-16,Assinaturas,despesa,646.29,Assinaturas — transação automática,Débito
2023-05-15,Moradia,despesa,495.31,Moradia — transação automática,Boleto
2022-02-08,Transporte,despesa,562.01,Transporte — transação automática,Transferência
2023-03-24,Manutenção,despesa,155.97,Manutenção — transação automática,Boleto
2023-12-16,Impostos,despesa,576.3,Impostos — transação automática,Pix
2024-10-18,Saúde,despesa,951.84,Saúde — transação automática,Cartão de Crédito
2022-12-26,Freelance,receita,1092.45,Freelance — transação automática,Débito
2022-03-24,Bônus,receita,4661.38,Bônus — transação automática,Cartão de Crédito
2022-09-16,Vestuário,despesa,381.4,Vestuário — transação automática,Débito
2024-07-26,Freelance,receita,2078.54,Freelance — transação automática,Pix
2023-04-07,Salário,receita,5723.94,Salário — transação automática,Pix
2024-02-04,Educação,despesa,139.39,Educação — transação automática,Boleto
2023-03-06,Impostos,despesa,20634.28,Impostos — transação automática [ANOMALIA INJETADA],Pix
2022-07-06,Alimentação,despesa,372.94,Alimentação — transação automática,Transferência
2024-08-19,Lazer,despesa,373.6,Lazer — transação automática,Cartão de Crédito
2023-05-22,Salário,receita,3538.95,Salário — transação automática,Boleto
2024-09-27,Salário,receita,2789.07,Salário — transação automática,Cartão de Crédito
2023-05-29,Transporte,despesa,319.71,Transporte — transação automática,Pix
2022-01-29,Impostos,despesa,359.06,Impostos — transação automática,Cartão de Crédito
2024-02-15,Alimentação,despesa,5.0,Alimentação — transação automática,Cartão de Crédito
2022-03-15,Vestuário,despesa,629.97,Vestuário — transação automática,Boleto
2023-07-01,Assinaturas,despesa,357.0,Assinaturas — transação automática,Pix
2024-12-19,Freelance,receita,5879.27,Freelance — transação automática,Débito
2023-12-04,Assinaturas,despesa,101.13,Assinaturas — transação automática,Boleto
2024-02-15,Transporte,despesa,462.26,Transporte — transação automática,Cartão de Crédito
2024-06-15,Saúde,despesa,292.68,Saúde — transação automática,Cartão de Crédito
2023-06-18,Vestuário,despesa,517.45,Vestuário — transação automática,Transferência
2024-03-05,Vestuário,despesa,402.48,Vestuário — transação automática,Débito
2022-06-01,Lazer,despesa,131.22,Lazer — transação automática,Transferência
2024-03-03,Manutenção,despesa,302.02,Manutenção — transação automática,Boleto
2023-05-27,Bônus,receita,5101.18,Bônus — transação automática,Pix
2024-02-12,Bônus,receita,5541.38,Bônus — transação automática,Transferência
2023-07-17,Freelance,receita,6019.11,Freelance — transação automática,Transferência
2023-07-04,Manutenção,despesa,249.64,Manutenção — transação automática,Cartão de Crédito
2024-03-12,Manutenção,despesa,639.78,Manutenção — transação automática,Pix
2024-05-09,Rendimentos,receita,3427.85,Rendimentos — transação automática,Pix
2024-10-12,Salário,receita,2719.71,Salário — transação automática,Boleto
2023-06-01,Educação,despesa,481.37,Educação — transação automática,Boleto
2024-10-05,Saúde,despesa,5.0,Saúde — transação automática,Débito
2022-07-29,Salário,receita,5734.31,Salário — transação automática,Débito
2023-02-11,Rendimentos,receita,6245.82,Rendimentos — transação automática,Débito
2022-11-06,Rendimentos,receita,2299.5,Rendimentos — transação automática,Cartão de Crédito
2022-07-10,Educação,despesa,175.55,Educação — transação automática,Débito
2024-01-12,Transporte,despesa,181.05,Transporte — transação automática,Transferência
2024-07-20,Rendimentos,receita,6668.56,Rendimentos — transação automática,Cartão de Crédito
2023-07-02,Impostos,despesa,725.47,Impostos — transação automática,Pix
2023-12-22,Freelance,receita,5663.67,Freelance — transação automática,Pix
2024-11-23,Educação,despesa,351.21,Educação — transação automática,Débito
2023-01-18,Bônus,receita,4223.48,Bônus — transação automática,Transferência
2024-11-01,Rendimentos,receita,4467.92,Rendimentos — transação automática,Débito
2023-05-21,Manutenção,despesa,551.46,Manutenção — transação automática,Transferência
2023-01-05,Assinaturas,despesa,185.86,Assinaturas — transação automática,Boleto
2022-12-06,Moradia,despesa,201.8,Moradia — transação automática,Transferência
2024-06-07,Alimentação,despesa,704.09,Alimentação — transação automática,Transferência
2024-06-13,Manutenção,despesa,385.66,Manutenção — transação automática,Boleto
2022-08-16,Saúde,despesa,287.16,Saúde — transação automática,Débito
2022-03-26,Manutenção,despesa,222.63,Manutenção — transação automática,Boleto
2022-06-29,Manutenção,despesa,544.45,Manutenção — transação automática,Boleto
2024-11-14,Manutenção,despesa,209.49,Manutenção — transação automática,Transferência
2022-09-03,Assinaturas,despesa,545.87,Assinaturas — transação automática,Boleto
2022-06-15,Alimentação,despesa,345.75,Alimentação — transação automática,Boleto
2022-02-11,Vestuário,despesa,588.09,Vestuário — transação automática,Débito
2024-02-23,Lazer,despesa,350.68,Lazer — transação automática,Cartão de Crédito
2024-08-08,Transporte,despesa,718.15,Transporte — transação automática,Pix
2022-04-14,Saúde,despesa,188.18,Saúde — transação automática,Débito
2023-03-17,Lazer,despesa,584.93,Lazer — transação automática,Débito
2024-08-04,Educação,despesa,308.05,Educação — transação automática,Pix
2023-04-03,Alimentação,despesa,440.58,Alimentação — transação automática,Boleto
2023-06-02,Manutenção,despesa,68.82,Manutenção — transação automática,Débito
2023-02-01,Saúde,despesa,282.75,Saúde — transação automática,Boleto
2023-12-26,Freelance,receita,4194.19,Freelance — transação automática,Cartão de Crédito
2023-04-12,Salário,receita,4292.41,Salário — transação automática,Débito
2024-06-11,Impostos,despesa,426.74,Impostos — transação automática,Boleto
2022-08-21,Vestuário,despesa,483.0,Vestuário — transação automática,Boleto
2022-01-05,Alimentação,despesa,837.87,Alimentação — transação automática,Pix
2023-04-24,Assinaturas,despesa,742.6,Assinaturas — transação automática,Boleto
2023-12-02,Manutenção,despesa,328.95,Manutenção — transação automática,Débito
2022-07-01,Alimentação,despesa,5.0,Alimentação — transação automática,Débito
2024-01-17,Alimentação,despesa,488.21,Alimentação — transação automática,Cartão de Crédito
2024-10-09,Saúde,despesa,763.34,Saúde — transação automática,Pix
2023-01-01,Transporte,despesa,494.59,Transporte — transação automática,Transferência
2023-12-05,Rendimentos,receita,2899.1,Rendimentos — transação automática,Transferência
2024-12-06,Vestuário,despesa,252.33,Vestuário — transação automática,Boleto
2023-05-22,Alimentação,despesa,129.99,Alimentação — transação automática,Pix
2022-08-01,Bônus,receita,1778.16,Bônus — transação automática,Pix
2022-03-05,Vestuário,despesa,40.21,Vestuário — transação automática,Pix
2024-11-12,Moradia,despesa,408.94,Moradia — transação automática,Pix
2022-08-21,Manutenção,despesa,618.62,Manutenção — transação automática,Cartão de Crédito
2023-12-30,Rendimentos,receita,9521.0,Rendimentos — transação automática,Cartão de Crédito
2023-08-01,Assinaturas,despesa,83.97,Assinaturas — transação automática,Cartão de Crédito
2024-07-13,Educação,despesa,447.78,Educação — transação automática,Transferência
2022-10-28,Vestuário,despesa,26.75,Vestuário — transação automática,Transferência
2022-01-11,Vestuário,despesa,223.72,Vestuário — transação automática,Cartão de Crédito
2022-12-16,Impostos,despesa,773.68,Impostos — transação automática,Cartão de Crédito
2024-04-26,Freelance,receita,4953.69,Freelance — transação automática,Pix
2022-07-28,Educação,despesa,134.15,Educação — transação automática,Pix
2023-12-04,Alimentação,despesa,5.0,Alimentação — transação automática,Cartão de Crédito
2023-07-13,Moradia,despesa,513.97,Moradia — transação automática,Débito
2024-08-13,Bônus,receita,4510.62,Bônus — transação automática,Débito
2023-07-11,Vestuário,despesa,515.78,Vestuário — transação automática,Boleto
2023-06-21,Lazer,despesa,544.04,Lazer — transação automática,Transferência
2023-06-08,Rendimentos,receita,5347.43,Rendimentos — transação automática,Débito
2023-10-09,Manutenção,despesa,192.56,Manutenção — transação automática,Transferência
2022-09-06,Impostos,despesa,451.93,Impostos — transação automática,Transferência
2022-07-28,Moradia,despesa,520.62,Moradia — transação automática,Pix
2023-04-04,Freelance,receita,2296.5,Freelance — transação automática,Débito
2023-09-10,Rendimentos,receita,2290.57,Rendimentos — transação automática,Cartão de Crédito
2024-01-30,Lazer,despesa,519.79,Lazer — transação automática,Cartão de Crédito
2022-11-24,Manutenção,despesa,320.73,Manutenção — transação automática,Cartão de Crédito
2024-10-25,Impostos,despesa,391.98,Impostos — transação automática,Cartão de Crédito
2023-05-23,Manutenção,despesa,374.05,Manutenção — transação automática,Cartão de Crédito
2024-11-13,Freelance,receita,7108.24,Freelance — transação automática,Débito
2023-09-22,Freelance,receita,4818.95,Freelance — transação automática,Transferência
2024-05-28,Bônus,receita,6922.37,Bônus — transação automática,Cartão de Crédito
2024-02-04,Impostos,despesa,493.99,Impostos — transação automática,Boleto
2022-09-22,Rendimentos,receita,8144.01,Rendimentos — transação automática,Cartão de Crédito
2022-07-24,Freelance,receita,4646.71,Freelance — transação automática,Transferência
2023-10-25,Freelance,receita,1062.25,Freelance — transação automática,Pix
2024-03-01,Lazer,despesa,384.89,Lazer — transação automática,Pix
2024-07-26,Freelance,receita,4876.42,Freelance — transação automática,Cartão de Crédito
2022-05-30,Bônus,receita,5522.11,Bônus — transação automática,Pix
2023-08-28,Impostos,despesa,243.8,Impostos — transação automática,Boleto
2022-06-11,Manutenção,despesa,42.6,Manutenção — transação automática,Débito
2024-01-02,Salário,receita,3577.38,Salário — transação automática,Transferência
2024-01-09,Manutenção,despesa,103.27,Manutenção — transação automática,Transferência
2024-02-05,Bônus,receita,7099.09,Bônus — transação automática,Boleto
2024-03-03,Transporte,despesa,335.65,Transporte — transação automática,Boleto
2022-05-05,Alimentação,despesa,31256.7,Alimentação — transação automática [ANOMALIA INJETADA],Pix
2024-10-28,Lazer,despesa,91.08,Lazer — transação automática,Boleto
2022-02-25,Manutenção,despesa,296.13,Manutenção — transação automática,Boleto
2022-09-12,Educação,despesa,575.77,Educação — transação automática,Cartão de Crédito
2024-05-25,Transporte,despesa,828.75,Transporte — transação automática,Débito
2024-08-29,Salário,receita,5175.96,Salário — transação automática,Débito
2022-08-26,Freelance,receita,3991.98,Freelance — transação automática,Boleto
2022-01-24,Salário,receita,6812.62,Salário — transação automática,Boleto
2022-02-22,Impostos,despesa,453.49,Impostos — transação automática,Débito
2022-04-13,Transporte,despesa,161.06,Transporte — transação automática,Cartão de Crédito
2024-06-26,Lazer,despesa,365.48,Lazer — transação automática,Transferência
2023-10-09,Alimentação,despesa,448.58,Alimentação — transação automática,Débito
2023-12-28,Assinaturas,despesa,734.38,Assinaturas — transação automática,Boleto
2023-01-28,Rendimentos,receita,1784.47,Rendimentos — transação automática,Cartão de Crédito
2024-04-08,Moradia,despesa,555.12,Moradia — transação automática,Transferência
2024-04-21,Manutenção,despesa,348.99,Manutenção — transação automática,Pix
2024-07-26,Educação,despesa,426.96,Educação — transação automática,Transferência
2022-05-31,Lazer,despesa,278.37,Lazer — transação automática,Débito
2023-09-21,Educação,despesa,631.35,Educação — transação automática,Transferência
2022-07-26,Rendimentos,receita,4744.04,Rendimentos — transação automática,Pix
2022-07-26,Manutenção,despesa,265.92,Manutenção — transação automática,Boleto
2023-06-25,Assinaturas,despesa,520.04,Assinaturas — transação automática,Boleto
2024-10-11,Transporte,despesa,314.48,Transporte — transação automática,Transferência
2024-03-13,Saúde,despesa,298.14,Saúde — transação automática,Débito
2024-11-30,Lazer,despesa,242.71,Lazer — transação automática,Boleto
2024-11-21,Transporte,despesa,33.51,Transporte — transação automática,Pix
2022-01-11,Lazer,despesa,5.0,Lazer — transação automática,Pix
2023-06-18,Salário,receita,6597.67,Salário — transação automática,Débito
2022-04-11,Salário,receita,4218.85,Salário — transação automática,Pix
2023-12-23,Manutenção,despesa,246.17,Manutenção — transação automática,Pix
2022-11-15,Manutenção,despesa,406.1,Manutenção — transação automática,Débito
2023-04-23,Salário,receita,1901.49,Salário — transação automática,Débito
2023-05-26,Transporte,despesa,5.0,Transporte — transação automática,Transferência
2024-07-01,Bônus,receita,3241.72,Bônus — transação automática,Débito
2022-06-21,Impostos,despesa,539.02,Impostos — transação automática,Débito
2023-10-20,Bônus,receita,2359.29,Bônus — transação automática,Boleto
2024-12-09,Moradia,despesa,5.0,Moradia — transação automática,Boleto
2023-05-29,Assinaturas,despesa,830.61,Assinaturas — transação automática,Cartão de Crédito
2023-02-22,Moradia,despesa,567.1,Moradia — transação automática,Débito
2022-09-07,Vestuário,despesa,48.4,Vestuário — transação automática,Pix
2024-06-28,Rendimentos,receita,7313.77,Rendimentos — transação automática,Boleto
2024-06-17,Assinaturas,despesa,823.4,Assinaturas — transação automática,Pix
2022-08-16,Educação,despesa,313.42,Educação — transação automática,Boleto
2022-07-31,Impostos,despesa,301.67,Impostos — transação automática,Débito
2022-12-19,Educação,despesa,398.64,Educação — transação automática,Transferência
2022-04-09,Educação,despesa,584.47,Educação — transação automática,Débito
2022-06-17,Impostos,despesa,933.23,Impostos — transação automática,Cartão de Crédito
2022-07-20,Salário,receita,8533.7,Salário — transação automática,Cartão de Crédito
2024-02-16,Vestuário,despesa,619.19,Vestuário — transação automática,Débito
2024-10-24,Moradia,despesa,329.58,Moradia — transação automática,Boleto
2023-08-19,Bônus,receita,4050.44,Bônus — transação automática,Boleto
2023-10-10,Saúde,despesa,245.07,Saúde — transação automática,Débito
2023-10-22,Assinaturas,despesa,222.77,Assinaturas — transação automática,Boleto
2022-11-13,Saúde,despesa,800.79,Saúde — transação automática,Cartão de Crédito
2024-02-12,Transporte,despesa,368.22,Transporte — transação automática,Boleto
2023-03-08,Saúde,despesa,324.81,Saúde — transação automática,Cartão de Crédito
2023-12-23,Alimentação,despesa,479.46,Alimentação — transação automática,Débito
2024-10-28,Impostos,despesa,174.65,Impostos — transação automática,Boleto
2023-01-03,Impostos,despesa,122.67,Impostos — transação automática,Boleto
2023-11-25,Assinaturas,despesa,547.54,Assinaturas — transação automática,Pix
2022-04-04,Impostos,despesa,377.43,Impostos — transação automática,Débito
2022-06-05,Moradia,despesa,460.46,Moradia — transação automática,Boleto
2024-02-12,Rendimentos,receita,3609.24,Rendimentos — transação automática,Transferência
2023-12-22,Educação,despesa,286.96,Educação — transação automática,Cartão de Crédito
2023-10-05,Transporte,despesa,310.09,Transporte — transação automática,Débito
2022-06-02,Saúde,despesa,460.41,Saúde — transação automática,Pix
